Defect_ID,Project,Phase,Module,Severity,Priority,Status,Root_Cause,Operating_System,Created_Date,Closed_Date,Is_Closed,Resolution_Time,Defect_Age,Data_Quality_Flag
SCGCQ03756,C,BST,Application,Severity 1,Medium,Open,Driver,Pre-Boot,20-01-2023,04-02-2023,1,15,955,0
SCGCQ00679,C,System Test,Driver,Severity 3,High,In Progress,OS-specific,Ubuntu,15-07-2023,17-07-2023,1,2,779,0
SCGCQ00508,B,Integration 1,BIOS,Severity 4,High,Open,OS-specific,Linux,15-11-2023,30-12-2023,1,45,656,0
SCGCQ04213,E,Final Release,FW,Severity 3,High,Deferred,OS-specific,Linux,20-09-2023,10-10-2023,1,20,712,0
SCGCQ00557,A,BST,FW,Severity 4,Medium,In Progress,Driver,Linux,04-08-2023,10-08-2023,1,6,759,0
SCGCQ02723,B,Final Release,Application,Severity 4,High,Closed,Code Integration,Windows,13-05-2023,04-07-2023,1,52,842,0
SCGCQ04619,B,BST,Driver,Severity 4,High,Re-open,OS-specific,Windows,09-07-2023,29-07-2023,1,20,785,0
SCGCQ00529,D,Final Release,FW,Severity 4,Low,Re-open,FW Integration,SLES,13-03-2023,14-03-2023,1,1,903,0
SCGCQ00438,A,Integration 2,Driver,Severity 4,Medium,,Code Integration,RHEL,24-04-2023,,0,,861,1
SCGCQ04456,E,System Test,FW,Severity 4,Medium,Open,OS-specific,Pre-Boot,09-12-2023,06-02-2024,1,59,632,0
SCGCQ01756,D,BST,Driver,Severity 4,High,Closed,Code Integration,Ubuntu,20-10-2023,30-10-2023,1,10,682,0
SCGCQ02787,A,Final Release,Application,Severity 4,Medium,In Progress,Product Request,Pre-Boot,25-04-2023,02-05-2023,1,7,860,0
SCGCQ00540,E,Integration 2,Driver,Severity 2,Low,Re-open,Change Request,Linux,27-01-2023,12-03-2023,1,44,948,0
SCGCQ04452,C,Integration 1,FW,Severity 1,High,In Progress,Product Request,Windows,04-06-2023,11-06-2023,1,7,820,0
SCGCQ01975,D,Integration 1,Application,Severity 2,Medium,Closed,Code Integration,Linux,17-10-2023,20-10-2023,1,3,685,0
SCGCQ03708,C,Integration 1,FW,Severity 2,High,,Change Request,Windows,14-04-2023,,0,,871,1
SCGCQ02610,D,Integration 1,BIOS,Severity 4,High,Open,Change Request,Ubuntu,31-01-2023,22-02-2023,1,22,944,0
SCGCQ02326,D,Final Release,Driver,Severity 3,Medium,Deferred,Product Request,Pre-Boot,31-10-2023,14-12-2023,1,44,671,0
SCGCQ02097,D,Final Release,FW,Severity 3,Low,In Progress,FW Integration,Pre-Boot,20-10-2023,27-10-2023,1,7,682,0
SCGCQ01545,A,System Test,Server Specific,Severity 1,High,,Change Request,Ubuntu,11-09-2023,,0,,721,1
SCGCQ01060,C,Final Release,Application,Severity 4,Low,Open,OS-specific,Windows,18-03-2023,21-04-2023,1,34,898,0
SCGCQ02431,C,Integration 2,FW,Severity 1,Low,In Progress,Product Request,Ubuntu,16-06-2023,12-07-2023,1,26,808,0
SCGCQ04453,B,Final Release,Application,Severity 3,Medium,Open,Product Request,Ubuntu,25-01-2023,,0,,950,0
SCGCQ00207,C,Integration 2,Driver,Severity 2,Medium,In Progress,FW Integration,RHEL,21-12-2023,13-02-2024,1,54,620,0
SCGCQ02137,B,BST,Application,Severity 2,High,Open,FW Integration,Ubuntu,18-02-2023,05-04-2023,1,46,926,0
SCGCQ01884,A,System Test,Application,Severity 2,Low,In Progress,Change Request,Linux,18-01-2023,19-03-2023,1,60,957,0
SCGCQ01858,B,Integration 1,FW,Severity 4,High,In Progress,Driver,SLES,02-06-2023,04-06-2023,1,2,822,0
SCGCQ00684,C,Integration 1,FW,Severity 2,Low,Open,OS-specific,SLES,02-02-2023,02-04-2023,1,59,942,0
SCGCQ00095,E,System Test,Application,Severity 4,Low,Re-open,FW Integration,SLES,13-09-2023,30-09-2023,1,17,719,0
SCGCQ01745,B,Integration 2,Driver,Severity 1,Medium,Re-open,Code Integration,Ubuntu,05-12-2023,07-12-2023,1,2,636,0
SCGCQ04247,E,Integration 1,BIOS,Severity 3,High,Re-open,Change Request,Windows,24-11-2023,22-12-2023,1,28,647,0
SCGCQ00563,C,Final Release,FW,Severity 2,Low,Deferred,Code Integration,Linux,18-10-2023,10-12-2023,1,53,684,0
SCGCQ03419,E,BST,FW,Severity 1,High,Open,Code Integration,Ubuntu,14-01-2023,04-02-2023,1,21,961,0
SCGCQ03618,E,BST,Application,Severity 4,Medium,Re-open,Driver,Pre-Boot,20-09-2023,01-10-2023,1,11,712,0
SCGCQ01035,C,BST,Driver,Severity 3,Low,Re-open,FW Integration,SLES,11-07-2023,25-08-2023,1,45,783,0
SCGCQ04380,A,Integration 1,FW,Severity 2,Medium,Deferred,Change Request,Ubuntu,13-03-2023,18-04-2023,1,36,903,0
SCGCQ01956,B,Final Release,Driver,Severity 4,Medium,In Progress,Change Request,SLES,19-07-2023,11-09-2023,1,54,775,0
SCGCQ02447,E,Final Release,BIOS,Severity 3,Medium,Re-open,Code Integration,RHEL,22-05-2023,12-07-2023,1,51,833,0
SCGCQ04590,D,Final Release,Application,Severity 1,Low,Deferred,Change Request,RHEL,13-02-2023,12-03-2023,1,27,931,0
SCGCQ01663,A,Integration 1,Application,Severity 4,Low,Deferred,FW Integration,RHEL,12-04-2023,17-05-2023,1,35,873,0
SCGCQ02421,C,Integration 2,FW,Severity 1,Low,Open,Code Integration,Windows,15-08-2023,02-10-2023,1,48,748,0
SCGCQ01027,E,BST,BIOS,Severity 2,Low,Re-open,OS-specific,SLES,27-12-2023,05-02-2024,1,40,614,0
SCGCQ04271,C,System Test,Driver,Severity 4,Low,Closed,OS-specific,Linux,20-06-2023,29-06-2023,1,9,804,0
SCGCQ04325,A,BST,FW,Severity 2,Low,In Progress,FW Integration,SLES,19-01-2023,19-02-2023,1,31,956,0
SCGCQ01485,D,Integration 2,Server Specific,Severity 4,Medium,Re-open,Change Request,RHEL,13-07-2023,03-08-2023,1,21,781,0
SCGCQ03658,E,Integration 2,Application,Severity 3,High,Open,Driver,Pre-Boot,01-11-2023,,0,,670,0
SCGCQ04562,D,BST,FW,Severity 4,Low,In Progress,FW Integration,Ubuntu,09-04-2023,21-04-2023,1,12,876,0
SCGCQ01240,B,BST,Application,Severity 3,Medium,In Progress,Product Request,Pre-Boot,20-05-2023,02-07-2023,1,43,835,0
SCGCQ01461,C,Integration 2,Driver,Severity 1,High,Re-open,Code Integration,SLES,11-09-2023,09-10-2023,1,28,721,0
SCGCQ01499,D,Integration 1,Application,Severity 1,Medium,Re-open,Product Request,Pre-Boot,17-05-2023,27-05-2023,1,10,838,0
SCGCQ01452,A,Final Release,Application,Severity 2,Low,Open,Code Integration,Pre-Boot,26-01-2023,,0,,949,0
SCGCQ03171,D,System Test,FW,Severity 4,High,,Driver,Windows,16-04-2023,,0,,869,1
SCGCQ03729,B,Integration 2,FW,Severity 4,Low,In Progress,Code Integration,SLES,02-09-2023,27-09-2023,1,25,730,0
SCGCQ02822,B,Integration 1,Application,Severity 1,Medium,Deferred,Change Request,SLES,28-02-2023,,0,,916,0
SCGCQ00736,C,Final Release,Driver,Severity 1,Medium,In Progress,Driver,Pre-Boot,22-11-2023,12-01-2024,1,51,649,0
SCGCQ00717,D,Final Release,BIOS,Severity 2,Medium,Open,Change Request,Windows,10-02-2023,04-03-2023,1,22,934,0
SCGCQ00319,B,System Test,FW,Severity 1,Medium,Deferred,Product Request,Ubuntu,27-10-2023,23-11-2023,1,27,675,0
SCGCQ02845,B,Integration 2,FW,Severity 4,Low,Re-open,Driver,Windows,09-07-2023,15-07-2023,1,6,785,0
SCGCQ00799,A,Integration 1,Application,Severity 1,High,Open,Code Integration,Pre-Boot,02-12-2023,,0,,639,0
SCGCQ03598,D,Integration 1,Driver,Severity 1,Medium,,Change Request,Ubuntu,12-02-2023,,0,,932,1
SCGCQ02204,D,Integration 2,FW,Severity 1,Medium,Re-open,OS-specific,Ubuntu,02-10-2023,27-11-2023,1,56,700,0
SCGCQ00428,E,BST,Driver,Severity 1,Medium,Re-open,Code Integration,Ubuntu,19-09-2023,14-10-2023,1,25,713,0
SCGCQ00769,C,System Test,Application,Severity 1,High,Open,Change Request,RHEL,04-02-2023,15-02-2023,1,11,940,0
SCGCQ04874,D,Integration 1,FW,Severity 1,Low,Open,Product Request,Linux,27-12-2023,08-01-2024,1,12,614,0
SCGCQ03941,C,Integration 2,BIOS,Severity 4,High,In Progress,Product Request,Pre-Boot,04-04-2023,22-04-2023,1,18,881,0
SCGCQ01773,D,Integration 2,Driver,Severity 1,Medium,Deferred,Code Integration,Linux,01-11-2023,11-11-2023,1,10,670,0
SCGCQ04549,D,Integration 2,FW,Severity 1,Low,Re-open,Change Request,RHEL,13-12-2023,15-01-2024,1,33,628,0
SCGCQ04912,E,Integration 1,Server Specific,Severity 1,Low,Closed,Change Request,Windows,15-09-2023,22-10-2023,1,37,717,0
SCGCQ02306,B,Final Release,Application,Severity 2,Medium,Re-open,FW Integration,Ubuntu,27-04-2023,28-05-2023,1,31,858,0
SCGCQ04642,E,Integration 2,FW,Severity 4,Medium,Re-open,Product Request,Windows,07-10-2023,29-10-2023,1,22,695,0
SCGCQ00872,C,Integration 1,Application,Severity 4,High,Re-open,Code Integration,Ubuntu,30-08-2023,,0,,733,0
SCGCQ03244,D,System Test,Driver,Severity 4,High,In Progress,FW Integration,RHEL,22-02-2023,06-04-2023,1,43,922,0
SCGCQ02534,D,Integration 2,Application,Severity 4,High,Deferred,Driver,Linux,27-10-2023,15-12-2023,1,49,675,0
SCGCQ01934,A,Integration 2,Application,Severity 3,Medium,Re-open,Code Integration,RHEL,13-11-2023,10-01-2024,1,58,658,0
SCGCQ04189,E,Final Release,FW,Severity 3,Low,Re-open,FW Integration,RHEL,28-12-2023,14-02-2024,1,48,613,0
SCGCQ02258,E,Integration 1,FW,Severity 2,Low,Closed,FW Integration,SLES,21-09-2023,10-10-2023,1,19,711,0
SCGCQ00512,B,Final Release,Application,Severity 2,Medium,In Progress,OS-specific,Windows,25-08-2023,29-08-2023,1,4,738,0
SCGCQ00245,B,Integration 2,Driver,Severity 1,Medium,Closed,Driver,RHEL,03-11-2023,17-12-2023,1,44,668,0
SCGCQ03400,B,Final Release,BIOS,Severity 2,High,Deferred,Code Integration,SLES,07-04-2023,01-05-2023,1,24,878,0
SCGCQ01095,B,Integration 2,FW,Severity 3,Medium,Re-open,Driver,RHEL,19-05-2023,08-06-2023,1,20,836,0
SCGCQ01024,E,Integration 2,FW,Severity 2,Medium,Deferred,FW Integration,Pre-Boot,20-05-2023,11-07-2023,1,52,835,0
SCGCQ00680,B,Integration 1,Application,Severity 1,Medium,Re-open,Product Request,Ubuntu,28-05-2023,29-06-2023,1,32,827,0
SCGCQ03301,D,Integration 2,Driver,Severity 3,Medium,Deferred,Driver,Pre-Boot,28-01-2023,03-03-2023,1,34,947,0
SCGCQ04832,B,System Test,FW,Severity 4,Low,Closed,Change Request,SLES,25-09-2023,27-10-2023,1,32,707,0
SCGCQ03947,E,Integration 1,Driver,Severity 4,High,Re-open,OS-specific,RHEL,22-10-2023,17-12-2023,1,56,680,0
SCGCQ03562,C,Final Release,FW,Severity 1,High,Re-open,Code Integration,Pre-Boot,26-06-2023,,0,,798,0
SCGCQ01054,C,System Test,Application,Severity 2,High,Closed,Driver,Linux,03-11-2023,23-12-2023,1,50,668,0
SCGCQ02699,D,Final Release,Driver,Severity 1,Medium,Re-open,Change Request,SLES,06-01-2023,02-02-2023,1,27,969,0
SCGCQ00693,B,System Test,Driver,Severity 1,Low,Closed,FW Integration,Ubuntu,10-09-2023,24-10-2023,1,44,722,0
SCGCQ03526,E,BST,Driver,Severity 2,Low,Re-open,OS-specific,Linux,16-01-2023,11-03-2023,1,54,959,0
SCGCQ01415,C,Integration 1,Application,Severity 4,Medium,Re-open,Product Request,Windows,11-06-2023,26-07-2023,1,45,813,0
SCGCQ03553,C,BST,FW,Severity 1,High,In Progress,Code Integration,RHEL,29-06-2023,,0,,795,0
SCGCQ02796,E,System Test,BIOS,Severity 2,Low,In Progress,FW Integration,Pre-Boot,30-05-2023,,0,,825,0
SCGCQ00753,A,BST,Driver,Severity 1,High,Re-open,Code Integration,RHEL,09-10-2023,02-12-2023,1,54,693,0
SCGCQ03039,E,Final Release,FW,Severity 3,High,Re-open,Product Request,Linux,12-08-2023,23-09-2023,1,42,751,0
SCGCQ04330,B,Integration 2,Server Specific,Severity 4,High,Re-open,Change Request,Pre-Boot,29-10-2023,03-11-2023,1,5,673,0
SCGCQ03609,B,System Test,Application,Severity 4,Low,Open,Change Request,RHEL,20-03-2023,10-04-2023,1,21,896,0
SCGCQ04802,A,Integration 1,FW,Severity 3,Medium,Re-open,Change Request,Ubuntu,10-09-2023,22-09-2023,1,12,722,0
SCGCQ01353,D,Final Release,Application,Severity 4,Low,In Progress,FW Integration,Windows,10-02-2023,13-02-2023,1,3,934,0
SCGCQ03126,E,Integration 2,Driver,Severity 1,Medium,Open,Product Request,SLES,01-02-2023,21-03-2023,1,48,943,0
SCGCQ04982,B,System Test,Application,Severity 4,Low,Deferred,OS-specific,Linux,16-07-2023,,0,,778,0
SCGCQ00265,A,Integration 2,Application,Severity 4,Low,Open,Product Request,SLES,13-06-2023,27-06-2023,1,14,811,0
SCGCQ04000,E,Final Release,FW,Severity 1,Low,Re-open,Change Request,RHEL,07-02-2023,,0,,937,0
SCGCQ03144,A,BST,FW,Severity 1,High,Deferred,Change Request,RHEL,01-08-2023,,0,,762,0
SCGCQ00303,A,Integration 1,Application,Severity 1,Low,Open,Code Integration,Ubuntu,15-02-2023,05-03-2023,1,18,929,0
SCGCQ03592,A,Integration 2,Driver,Severity 4,Low,Re-open,Driver,Ubuntu,24-11-2023,29-11-2023,1,5,647,0
SCGCQ02773,D,Integration 2,BIOS,Severity 4,High,In Progress,Product Request,Pre-Boot,26-01-2023,26-03-2023,1,59,949,0
SCGCQ00461,C,Final Release,FW,Severity 1,High,In Progress,Product Request,SLES,17-12-2023,,0,,624,0
SCGCQ02225,A,Integration 2,FW,Severity 1,Low,Closed,Driver,Windows,21-08-2023,21-09-2023,1,31,742,0
SCGCQ00359,B,System Test,Application,Severity 2,High,Re-open,FW Integration,Linux,09-09-2023,21-10-2023,1,42,723,0
SCGCQ01807,D,Final Release,Driver,Severity 1,Medium,Closed,Code Integration,Linux,09-10-2023,12-10-2023,1,3,693,0
SCGCQ01847,E,System Test,FW,Severity 1,Medium,In Progress,Code Integration,Windows,04-06-2023,,0,,820,0
SCGCQ00796,A,BST,Driver,Severity 4,Low,Closed,OS-specific,SLES,15-02-2023,18-02-2023,1,3,929,0
SCGCQ04344,A,Final Release,Application,Severity 1,Medium,Deferred,Change Request,RHEL,19-09-2023,,0,,713,0
SCGCQ02643,D,Integration 2,Application,Severity 1,Low,Deferred,OS-specific,SLES,11-08-2023,,0,,752,0
SCGCQ03443,A,Integration 1,FW,Severity 2,Medium,Closed,FW Integration,Ubuntu,18-11-2023,25-11-2023,1,7,653,0
SCGCQ02776,B,Integration 1,BIOS,Severity 1,Medium,Open,OS-specific,Windows,11-01-2023,11-03-2023,1,59,964,0
SCGCQ01179,D,Integration 2,Driver,Severity 4,High,In Progress,Driver,Windows,08-11-2023,12-12-2023,1,34,663,0
SCGCQ02746,B,Integration 1,FW,Severity 1,Low,Closed,Product Request,Pre-Boot,16-02-2023,24-03-2023,1,36,928,0
SCGCQ01655,D,Integration 1,Server Specific,Severity 4,Medium,Deferred,FW Integration,SLES,07-01-2023,,0,,968,0
SCGCQ02120,E,BST,Application,Severity 1,Low,Re-open,Driver,SLES,17-09-2023,21-10-2023,1,34,715,0
SCGCQ03183,B,System Test,FW,Severity 3,Low,Open,FW Integration,Pre-Boot,30-10-2023,13-12-2023,1,44,672,0
SCGCQ01501,C,Integration 1,Application,Severity 3,High,Deferred,Driver,SLES,05-06-2023,29-06-2023,1,24,819,0
SCGCQ01679,C,System Test,Driver,Severity 2,High,Re-open,OS-specific,Pre-Boot,22-08-2023,19-09-2023,1,28,741,0
SCGCQ02410,C,BST,Application,Severity 2,Medium,Closed,Change Request,Ubuntu,31-10-2023,25-12-2023,1,55,671,0
SCGCQ02301,C,BST,Application,Severity 2,Medium,Closed,Product Request,Pre-Boot,16-06-2023,15-07-2023,1,29,808,0
SCGCQ01836,C,BST,FW,Severity 4,High,Re-open,Code Integration,Windows,02-03-2023,11-04-2023,1,40,914,0
SCGCQ01311,B,Final Release,FW,Severity 2,Low,Deferred,Product Request,RHEL,20-11-2023,26-12-2023,1,36,651,0
SCGCQ04067,D,Integration 1,Application,Severity 3,High,Open,OS-specific,Ubuntu,09-05-2023,26-05-2023,1,17,846,0
SCGCQ00792,B,Integration 2,Driver,Severity 1,Low,In Progress,FW Integration,Pre-Boot,29-09-2023,,0,,703,0
SCGCQ00949,E,Integration 2,BIOS,Severity 4,Low,,Code Integration,RHEL,13-08-2023,,0,,750,1
SCGCQ01505,C,System Test,FW,Severity 2,Medium,Open,FW Integration,SLES,09-04-2023,10-04-2023,1,1,876,0
SCGCQ01260,B,Integration 1,FW,Severity 1,Low,Deferred,Product Request,Pre-Boot,02-05-2023,03-05-2023,1,1,853,0
SCGCQ03730,C,Final Release,Application,Severity 1,Low,Re-open,FW Integration,Windows,17-09-2023,23-09-2023,1,6,715,0
SCGCQ01915,C,Integration 2,Driver,Severity 3,Medium,Re-open,Driver,SLES,08-12-2023,12-12-2023,1,4,633,0
SCGCQ03251,D,Integration 1,FW,Severity 2,High,Deferred,OS-specific,RHEL,20-11-2023,02-12-2023,1,12,651,0
SCGCQ01559,E,Integration 2,Driver,Severity 2,High,Open,OS-specific,RHEL,23-09-2023,12-10-2023,1,19,709,0
SCGCQ00708,C,Final Release,FW,Severity 4,High,Re-open,OS-specific,RHEL,12-09-2023,17-09-2023,1,5,720,0
SCGCQ02046,B,Integration 1,FW,Severity 1,Low,In Progress,Code Integration,SLES,22-04-2023,09-06-2023,1,48,863,0
SCGCQ04487,A,System Test,Application,Severity 2,Low,Deferred,Code Integration,Linux,24-12-2023,29-01-2024,1,36,617,0
SCGCQ00829,C,BST,Driver,Severity 3,Medium,Deferred,Change Request,Pre-Boot,04-08-2023,16-09-2023,1,43,759,0
SCGCQ04056,A,Integration 1,Application,Severity 2,Medium,Re-open,Driver,Linux,06-04-2023,,0,,879,0
SCGCQ00552,A,Integration 1,FW,Severity 1,High,Closed,Product Request,RHEL,26-01-2023,24-03-2023,1,57,949,0
SCGCQ03755,C,BST,Application,Severity 2,Low,Closed,Product Request,SLES,07-10-2023,18-11-2023,1,42,695,0
SCGCQ03089,E,BST,FW,Severity 3,Medium,In Progress,Driver,RHEL,31-07-2023,03-09-2023,1,34,763,0
SCGCQ01544,B,BST,BIOS,Severity 4,High,In Progress,FW Integration,SLES,21-12-2023,12-02-2024,1,53,620,0
SCGCQ02236,C,Final Release,Driver,Severity 3,High,Open,Code Integration,Windows,23-06-2023,29-07-2023,1,36,801,0
SCGCQ00385,B,Integration 2,FW,Severity 1,Medium,Open,Code Integration,Linux,16-07-2023,15-08-2023,1,30,778,0
SCGCQ04430,A,Final Release,Server Specific,Severity 3,Low,Re-open,FW Integration,Ubuntu,18-11-2023,15-12-2023,1,27,653,0
SCGCQ03670,E,Integration 2,Application,Severity 4,High,Open,Product Request,Windows,08-08-2023,,0,,755,0
SCGCQ01419,E,BST,FW,Severity 1,High,In Progress,Code Integration,Pre-Boot,28-10-2023,,0,,674,0
SCGCQ00092,D,Integration 2,Application,Severity 2,Low,Closed,Code Integration,Ubuntu,13-02-2023,10-04-2023,1,56,931,0
SCGCQ03890,B,Integration 2,Driver,Severity 4,High,Re-open,Code Integration,RHEL,29-09-2023,22-10-2023,1,23,703,0
SCGCQ00694,B,Final Release,Application,Severity 3,Medium,Closed,Driver,Ubuntu,11-08-2023,10-09-2023,1,30,752,0
SCGCQ00518,B,System Test,Application,Severity 2,Low,Re-open,Driver,Windows,22-02-2023,,0,,922,0
SCGCQ01794,A,System Test,FW,Severity 2,Medium,In Progress,Code Integration,Windows,19-01-2023,17-02-2023,1,29,956,0
SCGCQ00365,D,BST,FW,Severity 1,High,In Progress,Driver,SLES,26-02-2023,05-03-2023,1,7,918,0
SCGCQ01648,E,System Test,Application,Severity 3,High,In Progress,OS-specific,Windows,28-06-2023,15-07-2023,1,17,796,0
SCGCQ01608,C,Integration 2,Driver,Severity 1,Low,Closed,Code Integration,Ubuntu,01-02-2023,24-03-2023,1,51,943,0
SCGCQ04256,B,System Test,BIOS,Severity 1,Medium,Deferred,Code Integration,Windows,10-07-2023,16-07-2023,1,6,784,0
SCGCQ03561,C,Final Release,FW,Severity 2,Medium,In Progress,Code Integration,Pre-Boot,19-06-2023,17-07-2023,1,28,805,0
SCGCQ00826,C,Integration 2,FW,Severity 4,High,Re-open,Driver,RHEL,06-06-2023,30-06-2023,1,24,818,0
SCGCQ03023,C,BST,Application,Severity 4,Medium,Re-open,OS-specific,SLES,17-07-2023,03-09-2023,1,48,777,0
SCGCQ01862,C,Integration 2,Driver,Severity 2,Medium,In Progress,Driver,Windows,07-10-2023,14-10-2023,1,7,695,0
SCGCQ00781,D,BST,FW,Severity 2,Low,In Progress,Product Request,RHEL,08-03-2023,11-04-2023,1,34,908,0
SCGCQ04634,D,Final Release,Driver,Severity 4,Medium,Deferred,OS-specific,SLES,19-05-2023,02-06-2023,1,14,836,0
SCGCQ03061,B,BST,Application,Severity 4,Medium,Closed,OS-specific,Windows,11-05-2023,11-06-2023,1,31,844,0
SCGCQ03070,E,BST,Application,Severity 4,High,Deferred,OS-specific,Linux,14-06-2023,17-06-2023,1,3,810,0
SCGCQ03386,C,Integration 2,FW,Severity 3,High,Open,Product Request,RHEL,27-04-2023,13-06-2023,1,47,858,0
SCGCQ03451,E,BST,FW,Severity 3,Low,Deferred,Driver,Ubuntu,23-10-2023,16-11-2023,1,24,679,0
SCGCQ03959,E,Integration 1,Server Specific,Severity 2,Low,Open,Change Request,RHEL,26-08-2023,21-09-2023,1,26,737,0
SCGCQ04225,C,Final Release,Application,Severity 1,High,Re-open,Driver,RHEL,15-09-2023,06-11-2023,1,52,717,0
SCGCQ03425,B,Integration 1,FW,Severity 3,High,Deferred,Driver,RHEL,16-05-2023,25-05-2023,1,9,839,0
SCGCQ02380,D,BST,Application,Severity 2,High,Re-open,Product Request,RHEL,23-09-2023,06-11-2023,1,44,709,0
SCGCQ00102,B,BST,FW,Severity 1,Low,Deferred,OS-specific,Windows,24-10-2023,01-11-2023,1,8,678,0
SCGCQ01914,A,BST,Driver,Severity 4,Low,In Progress,Product Request,Windows,30-06-2023,23-08-2023,1,54,794,0
SCGCQ04661,B,System Test,Application,Severity 2,High,Closed,FW Integration,SLES,07-10-2023,06-12-2023,1,60,695,0
SCGCQ04657,E,Integration 2,FW,Severity 4,High,Open,FW Integration,Linux,25-08-2023,12-09-2023,1,18,738,0
SCGCQ04900,C,System Test,Server Specific,Severity 2,Low,Re-open,Product Request,Windows,22-12-2023,,0,,619,0
SCGCQ04602,E,Integration 1,Driver,Severity 1,High,Closed,Change Request,SLES,28-11-2023,15-01-2024,1,48,643,0
SCGCQ00988,D,System Test,Application,Severity 4,Medium,Closed,Product Request,Linux,17-05-2023,19-05-2023,1,2,838,0
SCGCQ04960,E,Integration 2,FW,Severity 3,High,Deferred,Code Integration,Ubuntu,05-03-2023,,0,,911,0
SCGCQ00289,C,Final Release,FW,Severity 4,Medium,In Progress,Driver,RHEL,27-02-2023,17-04-2023,1,49,917,0
SCGCQ02712,D,BST,FW,Severity 1,High,Re-open,Product Request,Windows,09-12-2023,03-02-2024,1,56,632,0
SCGCQ03628,A,System Test,Driver,Severity 4,Low,Closed,OS-specific,Linux,29-09-2023,18-11-2023,1,50,703,0
SCGCQ00890,E,Final Release,Application,Severity 1,High,Re-open,Product Request,Ubuntu,15-01-2023,14-02-2023,1,30,960,0
SCGCQ03239,A,Final Release,FW,Severity 1,Medium,Re-open,,Linux,21-08-2023,08-09-2023,1,18,742,0
SCGCQ01132,B,BST,FW,Severity 3,High,Open,,Linux,02-09-2023,24-09-2023,1,22,730,0
SCGCQ01541,B,Integration 2,Application,Severity 1,Low,Closed,Driver,Linux,16-05-2023,04-06-2023,1,19,839,0
SCGCQ02200,D,Final Release,Application,Severity 3,High,Open,OS-specific,Ubuntu,16-04-2023,,0,,869,0
SCGCQ00809,B,Integration 1,FW,Severity 3,Low,Re-open,OS-specific,Pre-Boot,14-05-2023,26-06-2023,1,43,841,0
SCGCQ04313,B,Integration 1,FW,Severity 1,Low,Open,OS-specific,Windows,19-06-2023,05-07-2023,1,16,805,0
SCGCQ04526,E,BST,Server Specific,Severity 4,Medium,Open,Code Integration,RHEL,14-08-2023,04-10-2023,1,51,749,0
SCGCQ01966,A,Final Release,Application,Severity 2,High,Closed,Change Request,Pre-Boot,24-08-2023,07-10-2023,1,44,739,0
SCGCQ03580,E,System Test,FW,Severity 1,Medium,Deferred,Change Request,Linux,18-12-2023,16-01-2024,1,29,623,0
SCGCQ04943,D,Integration 1,Application,Severity 2,Medium,Open,Change Request,Pre-Boot,26-02-2023,11-04-2023,1,44,918,0
SCGCQ04585,E,System Test,FW,Severity 3,Low,In Progress,OS-specific,Linux,22-08-2023,30-09-2023,1,39,741,0
SCGCQ01428,D,System Test,Driver,Severity 1,Low,Re-open,Product Request,Ubuntu,04-07-2023,12-08-2023,1,39,790,0
SCGCQ02095,C,Final Release,Application,Severity 3,Low,Closed,FW Integration,Ubuntu,22-12-2023,26-12-2023,1,4,619,0
